timestamp,TP9,AF7,AF8,TP10,label
0.0,15995.60546875,-15996.09375,-15996.58203125,-15996.09375,0
0.00390625,-62.5,62.01171875,-62.5,62.01171875,0
0.0078125,4995.1171875,-6996.58203125,8992.1875,-6996.09375,0
0.01171875,-15792.96875,15722.16796875,-15566.40625,15667.48046875,0
0.015625,3183.10546875,-13190.4296875,3184.5703125,-13064.94140625,0
0.01953125,-7083.984375,-1037.109375,-3013.18359375,8971.19140625,0
0.0234375,15675.78125,15362.79296875,15940.91796875,15401.85546875,0
0.02734375,5433.59375,-8440.4296875,-2438.96484375,-12940.91796875,0
0.03125,-7107.91015625,-11044.43359375,-15018.06640625,12960.44921875,0
0.03515625,15058.59375,15308.10546875,15526.85546875,15456.54296875,0
0.0390625,1310.05859375,-12190.4296875,-6438.4765625,-11816.40625,0
0.04296875,-13099.609375,4948.2421875,-11016.6015625,-5044.43359375,0
0.046875,15042.96875,15198.73046875,15941.40625,15558.10546875,0
0.05078125,2061.5234375,-5938.96484375,1311.5234375,-8315.4296875,0
0.0546875,10905.76171875,6959.47265625,-7009.765625,12965.33203125,0
0.05859375,14690.91796875,15237.79296875,15940.91796875,15550.29296875,0
0.0625,-2811.5234375,-7689.453125,-3063.4765625,-10065.4296875,0
0.06640625,12931.640625,-1036.1328125,-11006.34765625,-9047.36328125,0
0.0703125,14284.66796875,15292.48046875,15815.91796875,15245.60546875,0
0.07421875,-13312.5,-13441.40625,-5439.453125,-10440.91796875,0
0.078125,10945.3125,-3053.22265625,-13026.3671875,-7053.7109375,0
0.08203125,14308.10546875,15292.48046875,15323.73046875,15354.98046875,0
0.0859375,14687.01171875,-7440.4296875,-7312.98828125,-7189.94140625,0
0.08984375,-3027.83203125,-13058.59375,-13009.765625,-15038.57421875,0
0.09375,14206.54296875,15464.35546875,15519.04296875,15433.10546875,0
0.09765625,10312.5,-7190.4296875,-5312.01171875,-9314.94140625,0
0.1015625,-8994.62890625,-1039.55078125,1010.25390625,-3033.203125,0
0.10546875,14597.16796875,15347.16796875,15901.85546875,15417.48046875,0
0.109375,9436.03515625,-4438.96484375,-4188.96484375,-7189.453125,0
0.11328125,5008.7890625,-15048.828125,-15017.578125,2949.70703125,0
0.1171875,15097.16796875,15284.66796875,15901.85546875,15292.48046875,0
0.12109375,10435.05859375,-6938.96484375,-2062.98828125,-6688.96484375,0
0.125,11010.7421875,968.26171875,-997.55859375,4962.890625,0
0.12890625,15308.10546875,15409.66796875,15894.04296875,15222.16796875,0
0.1328125,3432.12890625,-11314.94140625,-1563.4765625,-9689.94140625,0
0.13671875,-9008.7890625,970.21484375,-11013.18359375,10954.58984375,0
0.140625,15495.60546875,15401.85546875,15862.79296875,15183.10546875,0
0.14453125,6056.640625,-11440.4296875,-312.98828125,-9439.453125,0
0.1484375,-15031.73828125,-7042.96875,-15023.92578125,952.63671875,0
0.15234375,15862.79296875,15323.73046875,15597.16796875,15222.16796875,0
0.15625,12056.15234375,-11941.40625,-4188.96484375,-8439.453125,0
0.16015625,-5043.45703125,-5040.52734375,10986.81640625,-5031.73828125,0
0.1640625,-15902.83203125,15472.16796875,15737.79296875,15347.16796875,0
0.16796875,-13318.84765625,-10065.4296875,-9688.96484375,-7063.96484375,0
0.171875,10944.82421875,-15044.921875,-13001.46484375,4959.47265625,0
0.17578125,-15746.58203125,15237.79296875,15909.66796875,15214.35546875,0
0.1796875,-5692.87109375,-12315.4296875,-937.5,-10939.94140625,0
0.18359375,-15059.5703125,-11045.8984375,13002.44140625,-5032.71484375,0
0.1875,-15941.40625,14940.91796875,15722.16796875,15409.66796875,0
0.19140625,432.12890625,-15064.94140625,-5437.98828125,-8439.453125,0
0.1953125,12916.50390625,-3020.99609375,11001.46484375,966.796875,0
0.19921875,15886.71875,15776.85546875,15651.85546875,15456.54296875,0
0.203125,5434.5703125,-7564.94140625,-10688.4765625,-9313.96484375,0
0.20703125,14917.48046875,10974.609375,-999.0234375,-7024.4140625,0
0.2109375,15198.73046875,15464.35546875,15448.73046875,15175.29296875,0
0.21484375,-441.89453125,-10439.94140625,-7687.98828125,15808.59375,0
0.21875,876.953125,-13035.15625,976.5625,-5048.33984375,0
0.22265625,14769.53125,15401.85546875,15339.35546875,15229.98046875,0
