timestamp,TP9,AF7,AF8,TP10,label
0.0,15995.60546875,-15996.09375,-15996.58203125,15995.60546875,0
0.00390625,-62.5,62.01171875,-62.98828125,-62.5,0
0.0078125,-11011.71875,-4997.0703125,-10994.62890625,-1017.08984375,0
0.01171875,-14940.91796875,15753.41796875,15440.91796875,-14479.98046875,0
0.015625,11823.2421875,-10314.453125,5430.17578125,-546.875,0
0.01953125,-14809.5703125,4972.16796875,4877.9296875,3252.9296875,0
0.0234375,-12878.41796875,15448.73046875,13878.41796875,-12011.23046875,0
0.02734375,15947.75390625,-7564.453125,430.6640625,-2548.828125,0
0.03125,9163.0859375,14967.7734375,4895.01953125,-12776.3671875,0
0.03515625,-13214.35546875,15511.23046875,14409.66796875,-12269.04296875,0
0.0390625,15824.21875,-7439.453125,6681.15234375,-1546.875,0
0.04296875,-8815.91796875,12974.609375,905.76171875,-737.3046875,0
0.046875,-13175.29296875,15354.98046875,14260.7421875,-12050.29296875,0
0.05078125,10697.265625,-11689.94140625,-69.82421875,-5048.33984375,0
0.0546875,-8820.80078125,-13024.4140625,-15118.65234375,-12761.23046875,0
0.05859375,-12909.66796875,15769.04296875,14097.16796875,-11987.79296875,0
0.0625,15698.73046875,-6939.94140625,7431.640625,-1297.8515625,0
0.06640625,7177.24609375,6972.16796875,896.97265625,15240.234375,0
0.0703125,-13183.10546875,15433.10546875,14315.91796875,-12159.66796875,0
0.07421875,13573.2421875,-7438.96484375,8682.12890625,-1797.8515625,0
0.078125,-823.2421875,14971.19140625,10903.3203125,-4769.53125,0
0.08203125,-13229.98046875,15573.73046875,14331.54296875,-12425.29296875,0
0.0859375,11573.73046875,-6564.94140625,4430.6640625,-7423.33984375,0
0.08984375,-14799.31640625,10968.75,-13082.51953125,-12743.65234375,0
0.09375,-12722.16796875,15683.10546875,14808.10546875,-11854.98046875,0
0.09765625,-13927.734375,-6315.4296875,8179.6875,-3298.828125,0
0.1015625,15149.4140625,-9053.22265625,8879.39453125,13224.12109375,0
0.10546875,-13120.60546875,15300.29296875,14690.91796875,-12128.41796875,0
0.109375,15698.2421875,-7938.96484375,12181.640625,-2548.33984375,0
0.11328125,11171.38671875,-15014.6484375,890.625,13235.3515625,0
0.1171875,-13065.91796875,15558.10546875,14190.91796875,-12081.54296875,0
0.12109375,-11425.29296875,-5939.453125,6932.12890625,-2798.33984375,0
0.125,-10827.63671875,-5051.7578125,12917.48046875,-14779.296875,0
0.12890625,-13339.35546875,15456.54296875,14394.04296875,-12526.85546875,0
0.1328125,12697.75390625,-3313.96484375,7432.6171875,-5798.828125,0
0.13671875,-4829.58984375,12969.23828125,6918.9453125,-2775.390625,0
0.140625,-13159.66796875,15487.79296875,14440.91796875,-12323.73046875,0
0.14453125,15449.21875,-6188.4765625,8057.6171875,-5672.8515625,0
0.1484375,-821.2890625,2976.5625,916.015625,1234.86328125,0
0.15234375,-13222.16796875,15394.04296875,14550.29296875,-12292.48046875,0
0.15625,15574.70703125,-11064.453125,7431.640625,-3797.36328125,0
0.16015625,-793.9453125,10985.3515625,-7093.75,15254.8828125,0
0.1640625,-12761.23046875,15628.41796875,14581.54296875,-11987.79296875,0
0.16796875,-12425.78125,-4938.96484375,12556.640625,-923.33984375,0
0.171875,3186.03515625,10967.7734375,-11076.171875,9228.515625,0
0.17578125,-12839.35546875,15511.23046875,14878.41796875,-12120.60546875,0
0.1796875,15699.21875,-7440.4296875,8181.640625,-3422.8515625,0
0.18359375,-10788.0859375,6953.125,-3072.75390625,-4751.46484375,0
0.1875,-13011.23046875,15612.79296875,14620.60546875,-12198.73046875,0
0.19140625,12448.2421875,-3438.96484375,8806.15234375,-7424.31640625,0
0.1953125,-12816.40625,-11030.2734375,-13091.30859375,-4774.4140625,0
0.19921875,-13112.79296875,15620.60546875,14823.73046875,-12323.73046875,0
0.203125,13698.73046875,-4938.96484375,12557.12890625,-4923.828125,0
0.20703125,11181.640625,2972.16796875,-7086.42578125,-4787.59765625,0
0.2109375,-13097.16796875,15394.04296875,14550.29296875,-12550.29296875,0
0.21484375,14198.73046875,-10065.4296875,6180.6640625,-6423.828125,0
0.21875,11184.5703125,-3051.26953125,-11096.19140625,-4778.80859375,0
0.22265625,-13151.85546875,15362.79296875,14690.91796875,-12417.48046875,0
0.2265625,9698.2421875,-10315.4296875,10181.15234375,-7923.828125,0
0.23046875,1182.6171875,-11037.109375,-3088.8671875,-10774.90234375,0
0.234375,-13136.23046875,15159.66796875,14519.04296875,-12573.73046875,0
0.23828125,11823.2421875,-10313.4765625,5681.640625,-8799.31640625,0
0.2421875,9172.36328125,14977.05078125,-9081.0546875,-2787.59765625,0
0.24609375,-13362.79296875,15378.41796875,14604.98046875,-12706.54296875,0
0.25,10823.73046875,-6437.98828125,9931.640625,-9798.33984375,0
0.25390625,-6806.15234375,6993.65234375,-7093.75,7235.83984375,0
0.2578125,-13050.29296875,15362.79296875,14589.35546875,-12308.10546875,0
0.26171875,11197.265625,-11189.453125,13683.10546875,-10050.29296875,0
0.265625,15166.015625,-9030.2734375,-13080.078125,-796.875,0
0.26953125,-13120.60546875,15714.35546875,14511.23046875,-12573.73046875,0
0.2734375,-15426.26953125,-3689.94140625,12182.6171875,-5798.828125,0
0.27734375,7164.0625,4959.9609375,-3085.44921875,13211.9140625,0
0.28125,-13409.66796875,15511.23046875,14425.29296875,-12597.16796875,0
0.28515625,12823.2421875,-6814.453125,8182.12890625,-7923.828125,0
0.2890625,-4814.453125,-9021.484375,8920.41015625,5224.609375,0
0.29296875,-12862.79296875,15714.35546875,14831.54296875,-12198.73046875,0
0.296875,-14176.26953125,-8564.94140625,10931.640625,-3673.828125,0
0.30078125,-6820.3125,10970.703125,-7081.54296875,7214.84375,0
0.3046875,-13276.85546875,15464.35546875,14401.85546875,-12815.91796875,0
0.30859375,13198.73046875,-7188.96484375,3431.640625,-13174.8046875,0
0.3125,3167.48046875,4965.33203125,10926.26953125,-10798.828125,0
0.31640625,-13229.98046875,15378.41796875,14870.60546875,-12737.79296875,0
0.3203125,14197.75390625,-6438.96484375,13432.12890625,-11675.78125,0
0.32421875,9145.99609375,-7016.6015625,-3096.19140625,-14818.359375,0
0.328125,-13550.29296875,15573.73046875,14253.41796875,-12948.73046875,0
0.33203125,11947.75390625,-13191.40625,5431.15234375,-14551.26953125,0
0.3359375,-6839.84375,-13040.52734375,-13103.02734375,-4809.08203125,0
0.33984375,-13347.16796875,15440.91796875,14565.91796875,-12628.41796875,0
0.34375,13198.2421875,-12064.453125,15558.59375,-9549.31640625,0
0.34765625,-831.0546875,8973.14453125,2935.05859375,5212.40234375,0
0.3515625,-13354.98046875,15409.66796875,14854.98046875,-12636.23046875,0
0.35546875,13448.73046875,-5064.453125,12807.12890625,-8424.31640625,0
0.359375,1169.921875,10945.80078125,-13083.984375,9203.61328125,0
0.36328125,-13339.35546875,15237.79296875,14659.66796875,-12706.54296875,0
0.3671875,11573.73046875,-6188.96484375,10056.640625,-10049.31640625,0
0.37109375,1171.875,-7043.45703125,10904.296875,-2786.1328125,0
0.375,-13503.41796875,15261.23046875,14386.23046875,-12722.16796875,0
0.37890625,9948.2421875,-6939.453125,8432.6171875,-10924.31640625,0
0.3828125,-4816.40625,-1023.4375,-13077.1484375,-8775.87890625,0
0.38671875,-13144.04296875,15628.41796875,14573.73046875,-12511.23046875,0
